方言,類別,級別,中文,阿美語,備註
秀姑巒,26肢體動作,高級,追捕,tooren mirepet,
秀姑巒,26肢體動作,中高級,打碎,perperen,
秀姑巒,26肢體動作,中高級,倒(下),mapolin,
秀姑巒,26肢體動作,中高級,扭轉,pasasiyor,
秀姑巒,26肢體動作,中高級,豎立,patireng,
秀姑巒,26肢體動作,中高級,踩踏,sakasak,
秀姑巒,26肢體動作,高級,跨過,ʼawas,
秀姑巒,26肢體動作,中級,割斷,kerit,
秀姑巒,26肢體動作,中高級,掐住,emec/’imec,
秀姑巒,26肢體動作,高級,壓制,pa^kel,
秀姑巒,26肢體動作,中級,餵食,pacefol/pakaen/pacoma,
秀姑巒,26肢體動作,中級,捕抓,lepel,
秀姑巒,26肢體動作,高級,撬開,fitowal/ʼiwal,
秀姑巒,26肢體動作,高級,(用腳)踏,ripaʼ,
秀姑巒,26肢體動作,中高級,壓扁,penec,
秀姑巒,26肢體動作,中高級,剝皮,mifohci/mipodac,
秀姑巒,26肢體動作,中高級,擦(如口紅；油漆),misipasip,
秀姑巒,26肢體動作,中高級,亂翻,miliwasak / miwadwad,
秀姑巒,26肢體動作,高級,揉搓(衣物),lonic / lotalot,
秀姑巒,26肢體動作,高級,靠著,cangray,
秀姑巒,26肢體動作,中高級,鞭打,palo^,
秀姑巒,26肢體動作,中級,側臥,tokinil,
秀姑巒,26肢體動作,中高級,削甘蔗,mipodac,
秀姑巒,26肢體動作,中級,捻線,minoka^/mika^red,
秀姑巒,26肢體動作,高級,剪,sayit,
秀姑巒,26肢體動作,中級,修剪(樹的枝條),fariw,
秀姑巒,26肢體動作,中級,招手,kawih,
秀姑巒,26肢體動作,中高級,剁切,cikcik/tonton,
秀姑巒,26肢體動作,高級,搗,tifek,
秀姑巒,26肢體動作,中級,打架,mapapalo^,
秀姑巒,26肢體動作,中高級,擠,macaco^co^,
秀姑巒,26肢體動作,高級,低下頭,cekel,
秀姑巒,26肢體動作,中高級,拉(上來),kayat/misolot,
秀姑巒,26肢體動作,中級,(用手)挖掘,korkor,
秀姑巒,26肢體動作,中級,剝樹皮,lifadic/podac,
秀姑巒,26肢體動作,初級,畫圖,renaf,
秀姑巒,26肢體動作,初級,隨意,patedo^,
秀姑巒,26肢體動作,初級,蹲下,moho/maro’,
秀姑巒,26肢體動作,初級,起立,tomireng,
秀姑巒,27飲食,初級,吃,kaen,
秀姑巒,27飲食,中高級,吸,helip,
秀姑巒,27飲食,中高級,喝,ʼowak,
秀姑巒,27飲食,中級,吐,otaʼ,
秀姑巒,27飲食,中級,咬,kalat,
秀姑巒,27飲食,中高級,吞嚥,ʼenoc,
秀姑巒,27飲食,中高級,吞下,mero^,
秀姑巒,27飲食,中高級,燙到,maferoh/macedet,
秀姑巒,27飲食,中高級,噎到,maʼiyak,
秀姑巒,27飲食,中高級,飽食,mafecol,
秀姑巒,27飲食,高級,咀嚼,mipa^paʼ,
秀姑巒,27飲食,中級,渴,masoʼaw,
秀姑巒,27飲食,高級,啃,kemkem,
秀姑巒,27飲食,中級,餓,solep/cahiw,
秀姑巒,27飲食,初級,吃(東西),kaen,
秀姑巒,27飲食,初級,吃早餐,maranam,
秀姑巒,27飲食,初級,吃午餐,malahok,
秀姑巒,27飲食,初級,吃晚餐,malafi^,
秀姑巒,28認知感官,中高級,遇到,malitemoh,
秀姑巒,28認知感官,初級,知道,mafanaʼ,
秀姑巒,28認知感官,初級,看,nengneng,
秀姑巒,28認知感官,初級,說故事,pasowal,
秀姑巒,28認知感官,初級,忘記(祈使),mapawan,
秀姑巒,28認知感官,初級,閉(眼睛),fotek,
秀姑巒,28認知感官,中級,聞(如聞味道),sanek,
秀姑巒,28認知感官,高級,觸摸(物品),kapa^/tefing,
秀姑巒,28認知感官,高級,邀請,mitakos,
秀姑巒,28認知感官,高級,思念,maʼilol,
秀姑巒,28認知感官,中高級,告訴(別人),pasifanaʼ,
秀姑巒,28認知感官,高級,叫喚(如餵雞前會叫喚),patikowal,
秀姑巒,28認知感官,中級,詢問,milicay,
秀姑巒,28認知感官,中級,答應,mihayi/mihayda,
秀姑巒,28認知感官,中級,相信,pasoʼelin,
秀姑巒,28認知感官,中高級,謾罵,mainget,
秀姑巒,28認知感官,高級,觸碰(如碰觸到身體),mitefing,
秀姑巒,28認知感官,中高級,回應,pacaʼof,
秀姑巒,28認知感官,初級,聽,tengil,
秀姑巒,28認知感官,中高級,舔,nacnac/rihenac,
秀姑巒,28認知感官,中高級,交代(事情),parikor/patorod,
秀姑巒,28認知感官,中高級,睜眼,forikat,
秀姑巒,28認知感官,中高級,瞄準,samamolen,
秀姑巒,28認知感官,中高級,教(如教人寫字),pasifanaʼ,
秀姑巒,28認知感官,初級,想(思考),harateng / safalocoʼ,
秀姑巒,28認知感官,高級,觀察,tapal,
秀姑巒,28認知感官,初級,會(做某事),pakadefo^,
秀姑巒,28認知感官,初級,禱告,tolon,
秀姑巒,28認知感官,初級,喜歡,maolah,
秀姑巒,29情緒思維,高級,喜愛,maimah,
秀姑巒,29情緒思維,中高級,害怕,matalaw,
秀姑巒,29情緒思維,中高級,哭,tomangic,
秀姑巒,29情緒思維,中高級,疼愛,tadamaolah,
秀姑巒,29情緒思維,中級,高興,lipahak,
秀姑巒,29情緒思維,中級,生氣,maketer/mainget,
秀姑巒,29情緒思維,高級,愛護,dimokos / simokod,
秀姑巒,29情緒思維,中高級,嚇一跳,macekok,
秀姑巒,29情緒思維,中級,快樂,lipahak,
秀姑巒,30生活作息,中高級,整理,losimet,
秀姑巒,30生活作息,初級,洗(衣物),mifacaʼ,
秀姑巒,30生活作息,初級,工作,matayal,
秀姑巒,30生活作息,初級,停止,pahanhan,
秀姑巒,30生活作息,初級,浪費,patahtah / pilaʼom,
秀姑巒,30生活作息,初級,起床,lomowad,
秀姑巒,30生活作息,初級,再見(如互道再見),malacinowas,
秀姑巒,30生活作息,高級,小便,isiʼ,
秀姑巒,30生活作息,初級,睡覺,mafotiʼ,
秀姑巒,30生活作息,中級,殺牲畜,mipacok / mitefok,
秀姑巒,30生活作息,中高級,大便,tomayi’,
秀姑巒,30生活作息,高級,休息,pahanhan,
秀姑巒,30生活作息,中級,睏(想睡覺),matokatok,
秀姑巒,30生活作息,中高級,打掃,miasik,
秀姑巒,30生活作息,中級,學習,minanam,
秀姑巒,30生活作息,中級,躺臥,taʼenang,
秀姑巒,30生活作息,中高級,做惡夢,cilemed to tatiihay a lemed,
秀姑巒,30生活作息,高級,偷竊,takaw / koliniw,
秀姑巒,30生活作息,中級,煮(菜),safel,
秀姑巒,30生活作息,中級,燒(如燒稻草),todoh / miʼenaf,
秀姑巒,30生活作息,高級,打哈欠,masowaf,
秀姑巒,30生活作息,中級,烤(如烤地瓜),todoh,
秀姑巒,30生活作息,高級,烹煮(飯／肉／地瓜),tangtang,
秀姑巒,30生活作息,中高級,等待,mitala^,
秀姑巒,30生活作息,中高級,陷獵,miteker / mitarakar,
秀姑巒,30生活作息,中級,曬乾(如將衣服曬乾),pawali^,
秀姑巒,30生活作息,高級,以杓汲水(祈使),ʼacawen,
秀姑巒,30生活作息,高級,將水排出(疏減),lowanen pasadak ko nanom,
秀姑巒,30生活作息,高級,收拾(祈使，如收拾東西),losimeten,
秀姑巒,30生活作息,高級,碾(米),mitifek,
秀姑巒,30生活作息,中高級,晾乾,mihayhay,
秀姑巒,30生活作息,中級,蓋被子,kacikafang,
秀姑巒,30生活作息,中高級,照起來／照明,padawdawen/palikaten,
秀姑巒,30生活作息,高級,炒(如炒花生),mikeling (to kodasing),
秀姑巒,30生活作息,高級,以籠捕魚蝦,rakar,
秀姑巒,30生活作息,中級,蒸(如蒸飯),rahkad,
秀姑巒,30生活作息,中級,種植,paloma^,
秀姑巒,30生活作息,中高級,釣魚,patiked,
秀姑巒,30生活作息,中高級,生火,palamal,
秀姑巒,30生活作息,高級,醃漬(祈使),sasirawen,
秀姑巒,30生活作息,中高級,燒焦,malangto^ / maʼonged,
秀姑巒,30生活作息,中級,照顧,midipot,
秀姑巒,30生活作息,中高級,剪(頭髮),mifangah / miʼisʼis,
秀姑巒,30生活作息,中級,浸泡,lalo^ / misenger,
秀姑巒,30生活作息,高級,掀開(如掀開蓋子),mikorih,
秀姑巒,30生活作息,高級,掩埋,selen,
秀姑巒,30生活作息,中級,替換(衣服),patisod/falic,
秀姑巒,30生活作息,中高級,鎖上,cikeren,
秀姑巒,30生活作息,高級,鋪床,micelak to kafotiʼan,
秀姑巒,30生活作息,中高級,燒(如燒獵物的毛),todoh,
秀姑巒,30生活作息,中高級,剝葉,lipapah,
秀姑巒,30生活作息,高級,尿急,safool,
秀姑巒,30生活作息,高級,量測,ditek,
秀姑巒,30生活作息,高級,燃燒,mailoh/todoh,
秀姑巒,30生活作息,高級,懸掛(祈使),caʼiten,
秀姑巒,30生活作息,中高級,模仿,todong,
秀姑巒,30生活作息,中級,飼養,pakaen/pahafay,
秀姑巒,30生活作息,中級,炒(飯菜),miciyan,
秀姑巒,30生活作息,中級,點火,palamal/milikat,
秀姑巒,30生活作息,初級,讀書,micodad,
秀姑巒,30生活作息,中高級,喝(水),miʼinip/minanom,
秀姑巒,30生活作息,中級,(用鋤具)挖掘,karkar,
秀姑巒,30生活作息,中級,(居)住,maroʼ,
秀姑巒,30生活作息,初級,唱歌,romadiw,
秀姑巒,30生活作息,初級,玩耍,misalama,
秀姑巒,31生老病死傷,高級,死亡,patay,
秀姑巒,31生老病死傷,中高級,好痛,tadaadada^,
秀姑巒,31生老病死傷,高級,受傷,madokaʼ,
秀姑巒,31生老病死傷,中高級,遺失,masiday,
秀姑巒,31生老病死傷,高級,痛,adada^,
秀姑巒,31生老病死傷,中級,流血,maremes,
秀姑巒,31生老病死傷,中高級,懷孕,citiyad,
秀姑巒,31生老病死傷,中高級,活的,maʼoripay,
秀姑巒,31生老病死傷,中高級,放屁,maʼetot,
秀姑巒,31生老病死傷,高級,跛腳,mapilih/mapiʼiw,
秀姑巒,31生老病死傷,高級,撫養,midipot,
秀姑巒,31生老病死傷,中高級,生長,malahad,
秀姑巒,31生老病死傷,高級,疤,tolac,
秀姑巒,31生老病死傷,高級,癢,caenget,
秀姑巒,31生老病死傷,中級,打瞌睡,matokatok,
秀姑巒,31生老病死傷,中高級,打噴嚏,faʼesingan,
秀姑巒,31生老病死傷,高級,嫁給非本族群的族人,mikadafo^ i roma^ a finacadan,
秀姑巒,31生老病死傷,初級,痠痛,alemʼem/rama^,
秀姑巒,31生老病死傷,初級,生病,adada^,
秀姑巒,31生老病死傷,中高級,化膿,mafenaʼ,
秀姑巒,32特徵,高級,瘦(身形),kori^ /makodos,
秀姑巒,32特徵,初級,重(重量),faeket/kareteng,
秀姑巒,32特徵,初級,輕(重量),kahemaw,
秀姑巒,32特徵,初級,高(身高),takaraw,
秀姑巒,32特徵,初級,大的,ta’angay,
秀姑巒,32特徵,初級,矮(身高),poener,
秀姑巒,32特徵,初級,勤勞,malalok,
秀姑巒,32特徵,初級,冷,sienaw,
秀姑巒,32特徵,初級,小的,mimingay,
秀姑巒,32特徵,初級,多,adihay,
秀姑巒,32特徵,初級,漂亮,makapah,
秀姑巒,32特徵,初級,冰冷,lietec,
秀姑巒,32特徵,高級,悶熱,sinoet/sinaet,
秀姑巒,32特徵,初級,少的,mamang,
秀姑巒,32特徵,初級,酒醉,malasang,
秀姑巒,32特徵,中高級,笑,tawa^,
秀姑巒,32特徵,中高級,濕的,maʼopicay / macepaʼ,
秀姑巒,32特徵,中高級,熟(如水果的熟),marohem,依熟物不同有不同說法，水果類成熟：marohem；食物熟：maecak
秀姑巒,32特徵,中級,厚的,kifetolay,
秀姑巒,32特徵,中高級,未熟的(如這塊肉是生的),ma^ta’ay,
秀姑巒,32特徵,中級,薄的,kihepicay/kohepicay,
秀姑巒,32特徵,高級,髒,’oning,
秀姑巒,32特徵,初級,懶惰,matoka^,
秀姑巒,32特徵,中高級,乾淨,tomerac,
秀姑巒,32特徵,中高級,很快,tahenay,
秀姑巒,32特徵,高級,明亮,maʼedil / ta^engal,
秀姑巒,32特徵,中級,胖(身形),maso^so^,
秀姑巒,32特徵,中級,乾的,ma’icangay,
秀姑巒,32特徵,中級,累,roray,
秀姑巒,32特徵,高級,好可憐,kasiniʼadaan,
秀姑巒,32特徵,中級,新的,faelohay,
秀姑巒,32特徵,中級,舊的,matelangay,
秀姑巒,32特徵,中高級,近,ngata^,
秀姑巒,32特徵,高級,燙,faedet,
秀姑巒,32特徵,中級,壞掉,tatiih / caay to kangaʼay,
秀姑巒,32特徵,中級,辣,kaedah,
秀姑巒,32特徵,中高級,遠,raay,
秀姑巒,32特徵,高級,腫,lifawa^,
秀姑巒,32特徵,高級,彎曲,ʼakong / ʼikakong/likakong,
秀姑巒,32特徵,高級,久的,halafin,
秀姑巒,32特徵,中高級,瞎了,mafodih / mapohaw,
秀姑巒,32特徵,高級,毒,sawarak,
秀姑巒,32特徵,中級,很好吃,ka^esoʼ,
秀姑巒,32特徵,高級,滑,kameleng,
秀姑巒,32特徵,初級,苦,ʼangrer / ʼarenger,
秀姑巒,32特徵,高級,脆弱(如這根鐵絲易斷裂),malatoʼ,
秀姑巒,32特徵,高級,未成熟的(果實),mangta’ay,
秀姑巒,32特徵,高級,偷偷地,dokdok han,
秀姑巒,32特徵,中級,(人)眾多,ʼaloman,
秀姑巒,32特徵,中高級,輕柔,sakahemaw sa,
秀姑巒,32特徵,中高級,酸,ʼacicim,
秀姑巒,32特徵,高級,鹹,kacedah / kahecid,
秀姑巒,32特徵,中高級,故意,padeteng,
秀姑巒,32特徵,高級,稀爛的,maponiʼay,
秀姑巒,32特徵,中高級,壯碩,tanektek,
秀姑巒,32特徵,高級,暖和,diheko^,
秀姑巒,32特徵,高級,鈍的,matalesay/malalesay,
秀姑巒,32特徵,高級,甘甜,ʼaredet,
秀姑巒,32特徵,高級,澀澀的(味覺),copelakay,
秀姑巒,32特徵,中高級,高瘦(身材),takaraw makori,
秀姑巒,32特徵,高級,(傾)斜,masiwit,
秀姑巒,32特徵,中級,軟,mamoni’/’omaing,
秀姑巒,32特徵,中高級,很硬,’atekak,
秀姑巒,32特徵,高級,酸臭,ʼangliw,
秀姑巒,32特徵,高級,直,moecel,
秀姑巒,32特徵,高級,滿了,matomes,
秀姑巒,32特徵,高級,好好的,ngaʼayay,
秀姑巒,32特徵,高級,(空間)寬敞,dadahal,
秀姑巒,32特徵,高級,正確,soʼelinay/matama,
秀姑巒,32特徵,高級,全濕透,maʼopic,
秀姑巒,32特徵,中級,慢慢,naʼon,
秀姑巒,32特徵,高級,溫的(水),halafhafay,
秀姑巒,32特徵,中級,粗(物),taʼang /kifetol,
秀姑巒,32特徵,中級,長,karaya’,
秀姑巒,32特徵,高級,細,kihpic /  kohpic,
秀姑巒,32特徵,高級,短,poyoʼ,
秀姑巒,32特徵,初級,炎熱,faedet,
秀姑巒,32特徵,初級,成熟(果實),marohem,
秀姑巒,32特徵,初級,滿滿,tomes,
秀姑巒,32特徵,初級,英俊,malakapah/salongan/tanestes,
秀姑巒,33助動詞,高級,應該,mamahaen aca,
秀姑巒,33助動詞,高級,一定,caay ka^ca,
秀姑巒,33助動詞,高級,能夠,maedeng,
秀姑巒,33助動詞,高級,可能,matiya,
秀姑巒,33助動詞,中級,慶祝,mangiraw / maacang,
秀姑巒,33助動詞,中級,擦拭,sisit,
秀姑巒,33助動詞,中高級,使喚,mitahidang / miocor,
秀姑巒,34其他,高級,摺疊,tepik,
秀姑巒,34其他,中高級,裂開,maledat/lipowak/nenga’,
秀姑巒,34其他,高級,如何使用…,cu-kay-mas,
秀姑巒,34其他,高級,溢出(如水溢出來),rafiyas,
秀姑巒,34其他,中級,幫忙,padang,
秀姑巒,34其他,中高級,(有東西)附著,cipat,
秀姑巒,34其他,高級,混以某物,misaʼolam/palamlam,
秀姑巒,34其他,中級,(搖)動,matefing,
秀姑巒,34其他,高級,刷除,forac,
秀姑巒,34其他,高級,依賴,tiʼer,
秀姑巒,34其他,中高級,倒入,taktak,
秀姑巒,34其他,中高級,阻擋,tenaʼ,
秀姑巒,34其他,中高級,留下,terek/ʼosaw,
秀姑巒,34其他,高級,聲響,soni^,
秀姑巒,34其他,中高級,超過,mataʼelif,
秀姑巒,34其他,高級,崩落,maperar,
秀姑巒,34其他,高級,煞車,hatomi^,
秀姑巒,34其他,中級,尋找,kilim,
秀姑巒,34其他,中高級,丟棄,falah/fahkol,
秀姑巒,34其他,中高級,禁止,milalang,
秀姑巒,34其他,初級,有,ira,
秀姑巒,34其他,中高級,剩下,ʼosaw,
秀姑巒,34其他,中高級,設置；插入,patireng,
秀姑巒,34其他,中級,開始,satapang / teka^,
秀姑巒,34其他,中級,完成,maherek / laheci,
秀姑巒,34其他,高級,找碴,miforifor,
秀姑巒,34其他,中級,製作(物品),sanga’,
秀姑巒,34其他,中高級,找到,matepa^/matama,
秀姑巒,34其他,中級,數(計算),saʼosi^,
秀姑巒,34其他,高級,(獵物掉入陷阱)陷中,matalakal,
秀姑巒,34其他,高級,撞擊某物,setol,
秀姑巒,34其他,高級,旋轉,maringer/maliwliw,
秀姑巒,34其他,高級,圍著某物,tihelom,
秀姑巒,34其他,高級,好,ngaʼay,
秀姑巒,34其他,初級,謝謝,aray,
秀姑巒,34其他,中級,不客氣,aka a pisangodongodo / hanto,
秀姑巒,34其他,初級,沒有,awaay,
秀姑巒,34其他,中級,沒關係,mamaan to / simaan / asimaan,
秀姑巒,35否定詞,初級,不要,naʼay,
秀姑巒,35否定詞,初級,不可以,akaa / tatiih,
秀姑巒,35否定詞,初級,不是(回答用),caay / cai,
秀姑巒,35否定詞,初級,沒有(表擁有的否定詞),naʼayen,
秀姑巒,35否定詞,初級,不要(祈使句用),naʼayen,
秀姑巒,35否定詞,初級,不知道,hakeno,
秀姑巒,36助詞或其他,初級,真的,soʼelinay,
秀姑巒,36助詞或其他,初級,正在,i,
秀姑巒,36助詞或其他,中高級,隨意,patedo^,
秀姑巒,36助詞或其他,高級,好的(沒問題),ngaʼay,
秀姑巒,36助詞或其他,中級,因為,nawhani,
秀姑巒,36助詞或其他,高級,不論,ano o ma:an to,
秀姑巒,36助詞或其他,中高級,立即,tangsol,
秀姑巒,36助詞或其他,中高級,足夠,maedeng,
秀姑巒,36助詞或其他,中級,再,...haca^,
秀姑巒,36助詞或其他,中高級,只有,dengan,
秀姑巒,36助詞或其他,中高級,剛剛,i honi saho,
秀姑巒,36助詞或其他,高級,少許,mamang,
秀姑巒,36助詞或其他,高級,暫時(離開一下),cenaʼ,
秀姑巒,36助詞或其他,高級,從不,caay ho,
秀姑巒,36助詞或其他,高級,不該,caay kangaʼay,
秀姑巒,36助詞或其他,中級,所以,orasaka,
秀姑巒,36助詞或其他,中高級,經常,mararid,
秀姑巒,36助詞或其他,初級,和,ato,
秀姑巒,36助詞或其他,高級,偶爾,caay ho,
秀姑巒,36助詞或其他,高級,是嗎(語助詞),hay,
秀姑巒,36助詞或其他,高級,還(尚未),caho^,
秀姑巒,36助詞或其他,高級,如果,ano ......i,
秀姑巒,36助詞或其他,高級,很,tada,
秀姑巒,36助詞或其他,中高級,如此,ano mahaen i,
秀姑巒,36助詞或其他,中高級,也,mamahaen,
秀姑巒,36助詞或其他,中級,剛才,i hani^,
秀姑巒,36助詞或其他,中高級,整天,saromiʼad,
秀姑巒,36助詞或其他,中高級,都,sahto^,
秀姑巒,36助詞或其他,高級,僅僅,dengan,
秀姑巒,36助詞或其他,高級,雖然,nikaorira,
秀姑巒,36助詞或其他,初級,嗎(用在問句),hay,
秀姑巒,36助詞或其他,初級,主格標記(各族用語),"ko, ci",
秀姑巒,36助詞或其他,初級,受格標記(各族用語),"to, i",
秀姑巒,36助詞或其他,初級,屬格標記(各族用語),"no, ni",
秀姑巒,36助詞或其他,初級,在(這裡),itini,
秀姑巒,36助詞或其他,初級,可以(做某事),ngaʼay to,
秀姑巒,36助詞或其他,高級,傻瓜,apa^/pela,
